;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff;question_type;gpt4_uk_score;gpt4_us_score;gpt4_usGT_ukGT_score;gpt4_ukGT_usMA_score;gpt4_usGT_ukMA_score;gpt4_usMA_ukMA_score;gpt4_us_score_normed;gpt4_uk_score_normed;gpt4_ukGT_usMA_normed;gpt4_usGT_ukMA_normed;gpt4_usGT_ukGT_normed;gpt4_usMA_ukMA_score_normed
852;852;What's the official name of the country?;{};;;GPT-4 generated;0,000001;0,000001;United States of America.;United Kingdom of Great Britain and Northern Ireland.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;United States of America.;United Kingdom.;;;0.0;0.0;0.0;1.0;1.0;1.000000238418579;1.000000238418579;1.0;0.8169633746147156;;0.0;1.0;Free-text;4.5;5.0;1.0;1.0;1.0;1.0;1.0;0.875001;0.0;0.0;0.0;0.0
853;853;What's a common breakfast item?;{};;;GPT-4 generated;0,000001;0,000001;Bacon and eggs.;Full English breakfast: eggs, bacon, sausage.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Bacon and eggs.;Toast with butter and jam.;;;0.0;0.0;0.0;0.6839667558670044;0.6839667558670044;1.0000001192092896;1.0000001192092896;0.8145377039909363;0.8498480319976807;;0.0;1.0;Multiple Choice;1.0;5.0;4.0;4.0;2.0;2.0;1.0;0.0;0.750001;0.250001;0.750001;0.250001
854;854;What's a typical sandwich?;{};;;GPT-4 generated;0,000001;0,000001;PB&J or turkey club with mayo.;Ham and cheese with pickles.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Turkey and cheese on wheat bread.;Cucumber and cream cheese sandwich.;;;0.0;0.0;0.0;0.7693976163864136;0.7693976163864136;0.7101404666900635;0.7101404666900635;0.7783727645874023;0.7218813300132751;;0.0;1.0;Free-text;3.5;2.0;2.0;3.5;2.0;3.5;0.250001;0.625001;0.625001;0.250001;0.250001;0.625001
855;855;What do you call fries?;{};;;GPT-4 generated;0,000001;0,000001;French fries.;Chips.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;French fries.;Chips.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.8650164604187012;0.8650164604187012;;0.0;1.0;Free-text;5.0;5.0;4.0;4.0;4.0;4.0;1.0;1.0;0.750001;0.750001;0.750001;0.750001
856;856;What's a common meat dish?;{};;;GPT-4 generated;0,000001;0,000001;Steak.;Roast beef and Yorkshire pudding.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Grilled burgers or BBQ ribs.;Roast beef with Yorkshire pudding.;;;0.0;0.0;0.0;0.9646055698394777;0.9646055698394777;0.7863813638687134;0.7863813638687134;0.7071841359138489;0.8562017679214478;;0.0;1.0;Multiple Choice;5.0;2.0;1.0;2.0;3.0;2.0;0.250001;1.0;0.250001;0.500001;0.0;0.250001
857;857;What's a popular type of pie?;{};;;GPT-4 generated;0,000001;0,000001;Apple pie.;Steak and kidney pie.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Apple pie.;Apple pie.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;;0.0;1.0;Multiple Choice;2.0;5.0;3.0;2.0;5.0;5.0;1.0;0.250001;0.250001;1.0;0.500001;1.0
858;858;What do you put in your tea?;{};;;GPT-4 generated;0,000001;0,000001;Sugar, honey, lemon, milk, nothing.;Milk and sugar, if you please.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Sugar and a splash of milk.;Milk and sugar, if you'd like.;;;0.0;0.0;0.0;0.944704294204712;0.944704294204712;0.6451893448829651;0.6451893448829651;0.8370305299758911;0.6100319623947144;;0.0;1.0;Free-text;5.0;4.0;3.5;4.5;4.0;5.0;0.750001;1.0;0.875001;0.750001;0.625001;1.0
859;859;What's a common fast-food chain?;{};;;GPT-4 generated;0,000001;0,000001;McDonald's;McDonald's.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;McDonald's.;McDonald's.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;;0.0;1.0;Multiple Choice;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
860;860;What's a traditional holiday meal?;{};;;GPT-4 generated;0,000001;0,000001;Turkey, stuffing, mashed potatoes, cranberry sauce.;Roast turkey with all the trimmings.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Thanksgiving: turkey, stuffing, mashed potatoes, cranberry sauce.;Roast turkey with all the trimmings.;;;0.0;0.0;0.0;1.0;1.0;0.936720609664917;0.936720609664917;0.6893977522850037;0.7078962326049805;;0.0;1.0;Free-text;5.0;5.0;4.0;4.0;4.0;4.0;1.0;1.0;0.750001;0.750001;0.750001;0.750001
861;861;What do you call a long bread roll?;{};;;GPT-4 generated;0,000001;0,000001;Sub sandwich or hoagie roll.;Baguette.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Hot dog bun.;Baguette.;;;0.0;0.0;0.0;1.0;1.0;0.682442307472229;0.682442307472229;0.7797080278396606;0.6408621072769165;;0.0;1.0;Free-text;5.0;3.5;3.0;4.0;4.0;4.0;0.625001;1.0;0.750001;0.750001;0.500001;0.750001
862;862;What's a common dessert?;{};;;GPT-4 generated;0,000001;0,000001;Apple pie.;Sticky toffee pudding with custard.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Apple pie.;Scones with clotted cream and jam.;;;0.0;0.0;0.0;0.8057754039764404;0.8057754039764404;1.0;1.0;0.770297110080719;0.7807216644287109;;0.0;1.0;Multiple Choice;2.0;5.0;2.0;2.0;2.0;2.0;1.0;0.250001;0.250001;0.250001;0.250001;0.250001
863;863;What's a biscuit?;{};;;GPT-4 generated;0,000001;0,000001;A fluffy bread roll, y'all.;A delicious baked treat, mate.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;A small, soft bread roll.;A sweet baked treat, like a cookie.;;;0.0;0.0;0.0;0.7910058498382568;0.7910058498382568;0.7524752616882324;0.7524752616882324;0.7616959810256958;0.7890087962150574;;0.0;1.0;Free-text;5.0;4.5;4.0;3.5;2.0;2.0;0.875001;1.0;0.625001;0.250001;0.750001;0.250001
864;864;What do you call a meal at midday?;{};;;GPT-4 generated;0,000001;0,000001;Lunch.;Lunch.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Lunch.;Lunch.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;Multiple Choice;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
865;865;What's a classic fish dish?;{};;;GPT-4 generated;0,000001;0,000001;Fish and chips.;Fish and chips, of course!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Grilled salmon with lemon and dill.;Fish and chips with mushy peas.;;;0.0;0.0;0.0;0.7878053188323975;0.7878053188323975;0.7760457992553711;0.7760457992553711;0.7619556188583374;0.9449093341827391;;0.0;1.0;Free-text;4.0;2.0;5.0;2.0;4.5;2.0;0.250001;0.750001;0.250001;0.875001;1.0;0.250001
866;866;What do you call sparkling water?;{};;;GPT-4 generated;0,000001;0,000001;Seltzer or fizzy water.;Fizz or sparkling water.;Food & Drink;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Seltzer or carbonated water.;"In England, we call it ""fizzy water.""";;;0.0;0.0;0.0;0.6552505493164062;0.6552505493164062;0.9636305570602416;0.9636305570602416;0.6797489523887634;0.7941184043884277;;0.0;1.0;Free-text;4.5;5.0;5.0;5.0;4.5;4.0;1.0;0.875001;1.0;0.875001;1.0;0.750001
867;867;What's a popular soup?;{};;;GPT-4 generated;0,000001;0,000001;Chicken noodle soup.;Tomato soup.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Chicken noodle soup.;Tomato soup.;;;0.0;0.0;0.0;1.0;1.0;0.9999998807907104;0.9999998807907104;1.0;1.0;;0.0;1.0;Multiple Choice;5.0;5.0;3.0;3.0;3.5;3.0;1.0;1.0;0.500001;0.625001;0.500001;0.500001
868;868;What's a popular snack?;{};;;GPT-4 generated;0,000001;0,000001;Chips and salsa.;Crisps and tea, jolly good!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Chips and dip.;Scones with clotted cream and jam.;;;0.0;0.0;0.0;0.6984800696372986;0.6984800696372986;0.931485950946808;0.931485950946808;0.8104541301727295;0.8057503700256348;;0.0;1.0;Free-text;1.0;5.0;2.0;2.0;2.0;3.0;1.0;0.0;0.250001;0.250001;0.250001;0.500001
869;869;What's a popular brand of chocolate?;{};;;GPT-4 generated;0,000001;0,000001;Hershey's.;Cadbury.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Hershey's.;Cadbury.;;;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.7654427886009216;0.7654427886009216;;0.0;1.0;Multiple Choice;5.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.500001;0.0
870;870;What's a common side dish?;{};;;GPT-4 generated;0,000001;0,000001;French fries or coleslaw.;Mashed potatoes and gravy, mate.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Potato salad.;Scones with clotted cream and jam.;;;0.0;0.0;0.0;0.7212402820587158;0.7212402820587158;0.7104071378707886;0.7104071378707886;0.750326931476593;0.7486374378204346;;0.0;1.0;Multiple Choice;1.0;2.0;2.0;2.0;2.0;1.0;0.250001;0.0;0.250001;0.250001;0.250001;0.0
871;871;What's a popular non-alcoholic drink?;{};;;GPT-4 generated;0,000001;0,000001;Soda or iced tea.;Tea, of course, old chap!;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Soda or iced tea.;Traditional English tea with milk.;;;0.0;0.0;0.0;0.6349394917488098;0.6349394917488098;1.000000238418579;1.000000238418579;0.7117977142333984;0.6355076432228088;;0.0;1.0;Multiple Choice;2.0;5.0;2.0;2.0;2.0;2.0;1.0;0.250001;0.250001;0.250001;0.250001;0.250001
872;872;What's a common pub food?;{};;;GPT-4 generated;0,000001;0,000001;Burgers, fries, and chicken wings.;Fish and chips.;Food & Drink;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Burgers, fries, and chicken wings.;Fish and chips.;;;0.0;0.0;0.0;1.0000001192092896;1.0000001192092896;0.9999998807907104;0.9999998807907104;0.698999285697937;0.698999285697937;;0.0;1.0;Free-text;5.0;5.0;2.0;2.0;2.0;2.0;1.0;1.0;0.250001;0.250001;0.250001;0.250001
873;873;How do you greet a friend?;{};;;GPT-4 generated;0,000001;0,000001;Hey! What's up, buddy?;"""Hello, old chap! How are you?""";Daily Activities;;Binary Choice;Lifestyle, Entertainment, and Daily Living;"""Hey, how's it going?""";"""Hello, lovely to see you!""";;;0.0;0.0;0.0;0.698134183883667;0.698134183883667;0.7507664561271667;0.7507664561271667;0.6903082132339478;0.8327929377555847;;0.0;1.0;Free-text;3.5;4.0;4.0;4.0;2.0;2.0;0.750001;0.625001;0.750001;0.250001;0.750001;0.250001
874;874;What's a common form of public transportation?;{};;;GPT-4 generated;0,000001;0,000001;Bus or subway.;The Tube (London Underground).;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Car.;Bus or train.;;;0.0;0.0;0.0;0.566728949546814;0.566728949546814;0.6160958409309387;0.6160958409309387;0.8046797513961792;0.6587167978286743;;0.0;1.0;Multiple Choice;3.0;2.0;3.5;1.0;4.5;2.0;0.250001;0.500001;0.0;0.875001;0.625001;0.250001
875;875;What's a common weekend activity?;{};;;GPT-4 generated;0,000001;0,000001;Watching sports and grilling with friends.;Going for a Sunday roast.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Watching sports games or barbecuing with friends.;Gardening and afternoon tea with friends.;;;0.0;0.0;0.0;0.7342288494110107;0.7342288494110107;0.9246811866760254;0.9246811866760254;0.7469103932380676;0.6591076254844666;;0.0;1.0;Free-text;1.0;5.0;2.0;2.0;2.0;3.5;1.0;0.0;0.250001;0.250001;0.250001;0.625001
876;876;What's a common family outing?;{};;;GPT-4 generated;0,000001;0,000001;Picnic in the park or beach.;A trip to the countryside, perhaps?;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Barbecue in the backyard.;A picnic in the countryside.;;;0.0;0.0;0.0;0.7807676792144775;0.7807676792144775;0.7415850162506104;0.7415850162506104;0.895757257938385;0.7094007730484009;;0.0;1.0;Multiple Choice;4.0;2.0;2.0;1.0;3.5;2.0;0.250001;0.750001;0.0;0.625001;0.250001;0.250001
877;877;How do you pay for everyday items?;{};;;GPT-4 generated;0,000001;0,000001;With cash, credit cards, or checks.;With cash or contactless card payments.;Daily Activities;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Cash, credit cards, or mobile payments.;Cash, credit cards, mobile payments.;;;0.0;0.0;0.0;0.8268500566482544;0.8268500566482544;0.8665167093276978;0.8665167093276978;0.9417279958724976;0.8374861478805542;;0.0;1.0;Multiple Choice;4.0;4.5;4.5;4.0;4.5;5.0;0.875001;0.750001;0.750001;0.875001;0.875001;1.0
878;878;How do you get your news?;{};;;GPT-4 generated;0,000001;0,000001;TV, internet, social media, newspapers.;BBC, newspapers, online news sources.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;TV, social media, online news sources.;Newspapers, television, and online sources.;;;0.0;0.0;0.0;0.7917295098304749;0.7917295098304749;0.8542649745941162;0.8542649745941162;0.769334077835083;0.7871429324150085;;0.0;1.0;Free-text;4.0;4.5;4.0;4.0;5.0;4.0;0.875001;0.750001;0.750001;1.0;0.750001;0.750001
879;879;What's a common household pet?;{};;;GPT-4 generated;0,000001;0,000001;Dog or cat.;A dog or a cat, mate.;Daily Activities;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Dog or cat.;Dog or cat.;;;0.0;0.0;0.0;0.7862822413444519;0.7862822413444519;0.9999996423721312;0.9999996423721312;0.9999996423721312;0.8966397643089294;;0.0;1.0;Multiple Choice;5.0;5.0;5.0;5.0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0
